Token Index,ICD-9,ICD-10,ICD-10-Align-Hierarchy,SHORT-TITLE
5730,2388,D487,D48.7,neoplasm of uncertain behavior of other specified sites
5731,73605,M21339,M21.33,wrist drop (acquired)
5732,71530,M1990,M19.90,"unspecified osteoarthritis, unspecified site"
5733,E9344,T45.515A,T45.51,"poisoning by, adverse effect of and underdosing of anticoagulants"
5734,71432,M0840,M08.40,"pauciarticular juvenile rheumatoid arthritis, unspecified site"
5735,9172,S90829A,S90.82,blister (nonthermal) of foot
5736,95205,S14108A,S14.10,unspecified injury of cervical spinal cord
5737,1522,C172,C17.2,malignant neoplasm of ileum
5738,6203,N83339,N83.33,acquired atrophy of ovary and fallopian tube
5739,90229,S35299A,S35.29,injury of branches of celiac and mesenteric artery
5740,E9384,T41.3X5A,T41.3X,"poisoning by, adverse effect of and underdosing of local anesthetics"
5741,2143,D1771,D17.71,benign lipomatous neoplasm of kidney
5742,64294,O165,O16.5,"unspecified maternal hypertension, complicating the puerperium"
5743,5759,K829,K82.9,"disease of gallbladder, unspecified"
5744,4772,J3081,J30.81,allergic rhinitis due to animal (cat) (dog) hair and dander
5745,2127,D151,D15.1,benign neoplasm of heart
5746,3549,G5690,G56.90,unspecified mononeuropathy of unspecified upper limb
5747,3212,G02,G02,meningitis in other infectious and parasitic diseases classified elsewhere
5748,56889,K689,K68.9,other disorders of retroperitoneum
5749,82001,S72026A,S72.02,fracture of epiphysis (separation) (upper) of femur
5750,0521,B012,B01.2,varicella pneumonia
5751,72704,M654,M65.4,radial styloid tenosynovitis [de quervain]
5752,8711,S0520XA,S05.20,"ocular laceration and rupture with prolapse or loss of intraocular tissue, unspecified eye"
5753,2113,K635,K63.5,polyp of colon
5754,V5842,Z483,Z48.3,aftercare following surgery for neoplasm
5755,E8129,V877XXA,V87.7,person injured in collision between other specified motor vehicles (traffic)
5756,V694,Z72820,Z72.82,problems related to sleep
5757,48232,J153,J15.3,"pneumonia due to streptococcus, group b"
5758,8370,S9306XA,S93.06,dislocation of unspecified ankle joint
5759,1978,C7889,C78.89,secondary malignant neoplasm of other digestive organs
5760,5282,K120,K12.0,recurrent oral aphthae
5761,9878,T59894A,T59.89,"toxic effect of other specified gases, fumes and vapors"
5762,82129,S72499A,S72.49,other fracture of lower end of femur
5763,20210,C8409,C84.09,"mycosis fungoides, extranodal and solid organ sites"
5764,5305,K224,K22.4,dyskinesia of esophagus
5765,6396,O082,O08.2,embolism following ectopic and molar pregnancy
5766,9894,T6094XA,T60.94,"toxic effect of unspecified pesticide, undetermined"
5767,E9430,T43.0X3A,T43.0,"poisoning by, adverse effect of and underdosing of tricyclic and tetracyclic antidepressants"
5768,7942,R942,R94.2,abnormal results of pulmonary function studies
5769,V0261,Z20.1,Z20.1,contact with and (suspected) exposure to tuberculosis
5770,8770,S31809A,S31.80,open wound of unspecified buttock
5771,1541,C20,C20,malignant neoplasm of rectum
5772,5235,K054,K05.4,periodontosis
5773,683,L049,L04.9,"acute lymphadenitis, unspecified"
5774,40403,I132,I13.2,"hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease"
5775,2270,D3500,D35.00,benign neoplasm of unspecified adrenal gland
5776,81251,S42416B,S42.41,simple supracondylar fracture without intercondylar fracture of humerus
5777,2362,D3910,D39.10,neoplasm of uncertain behavior of unspecified ovary
5778,3561,G600,G60.0,hereditary motor and sensory neuropathy
5779,7856,R599,R59.9,"enlarged lymph nodes, unspecified"
5780,8850,S68529A,S68.52,partial traumatic transphalangeal amputation of thumb
5781,0041,A031,A03.1,shigellosis due to shigella flexneri
5782,80435,S06368A,S06.36,"traumatic hemorrhage of cerebrum, unspecified"
5783,0539,B029,B02.9,zoster without complications
5784,8911,S91029A,S91.02,laceration with foreign body of ankle
5785,45981,I872,I87.2,venous insufficiency (chronic) (peripheral)
5786,2230,D3000,D30.00,benign neoplasm of unspecified kidney
5787,76513,P0703,P07.03,"extremely low birth weight newborn, 750-999 grams"
5788,V4984,Z7401,Z74.01,bed confinement status
5789,43811,I69920,I69.92,speech and language deficits following unspecified cerebrovascular disease
5790,36211,H35039,H35.03,hypertensive retinopathy
5791,1515,C165,C16.5,"malignant neoplasm of lesser curvature of stomach, unspecified"
5792,6869,L089,L08.9,"local infection of the skin and subcutaneous tissue, unspecified"
5793,220,D279,D27.9,benign neoplasm of unspecified ovary
5794,20080,C8389,C83.89,"other non-follicular lymphoma, extranodal and solid organ sites"
5795,7859,R0989,R09.89,other specified symptoms and signs involving the circulatory and respiratory systems
5796,1874,C609,C60.9,"malignant neoplasm of penis, unspecified"
5797,7480,Q300,Q30.0,choanal atresia
5798,78321,R634,R63.4,abnormal weight loss
5799,6169,N739,N73.9,"female pelvic inflammatory disease, unspecified"
5800,2300,D0008,D00.08,carcinoma in situ of pharynx
5801,72273,M5106,M51.06,"intervertebral disc disorders with myelopathy, lumbar region"
5802,47834,J3802,J38.02,"paralysis of vocal cords and larynx, bilateral"
5803,7590,Q8909,Q89.09,congenital malformations of spleen
5804,42841,I5041,I50.41,acute combined systolic (congestive) and diastolic (congestive) heart failure
5805,4255,I426,I42.6,alcoholic cardiomyopathy
5806,9773,T50991A,T50.99,"poisoning by, adverse effect of and underdosing of other drugs, medicaments and biological substances"
5807,25073,E1065,E10.65,type 1 diabetes mellitus with hyperglycemia
5808,V5867,Z794,Z79.4,long term (current) use of insulin
5809,1537,C185,C18.5,malignant neoplasm of splenic flexure
5810,11284,B3781,B37.81,candidal esophagitis
5811,81220,S42309A,S42.30,unspecified fracture of shaft of humerus
5812,1542,C211,C21.1,malignant neoplasm of anal canal
5813,86381,S36200A,S36.20,unspecified injury of pancreas
5814,34290,G8190,G81.90,"hemiplegia, unspecified affecting unspecified side"
5815,37182,H18829,H18.82,corneal disorder due to contact lens
5816,8860,S68629A,S68.62,partial traumatic transphalangeal amputation of other and unspecified finger
5817,V068,Z23,Z23,encounter for immunization
5818,1629,C3490,C34.90,malignant neoplasm of unspecified part of unspecified bronchus or lung
5819,55329,K469,K46.9,unspecified abdominal hernia without obstruction or gangrene
5820,75310,Q619,Q61.9,"cystic kidney disease, unspecified"
5821,36189,H338,H33.8,other retinal detachments
5822,36002,H44019,H44.01,panophthalmitis (acute)
5823,29624,F323,F32.3,"major depressive disorder, single episode, severe with psychotic features"
5824,73311,M84429A,M84.42,"pathological fracture, humerus"
5825,E9496,T50.995A,T50.99,"poisoning by, adverse effect of and underdosing of other drugs, medicaments and biological substances"
5826,20401,C9101,C91.01,"acute lymphoblastic leukemia, in remission"
5827,V0259,Z2239,Z22.39,carrier of other specified bacterial diseases
5828,V1501,Z91010,Z91.01,food allergy status
5829,80031,S06360A,S06.36,"traumatic hemorrhage of cerebrum, unspecified"
5830,0093,A09,A09,"infectious gastroenteritis and colitis, unspecified"
5831,70707,L89609,L89.60,pressure ulcer of unspecified heel
5832,67412,O900,O90.0,disruption of cesarean delivery wound
5833,44773,I77812,I77.81,aortic ectasia
5834,1122,B3749,B37.49,other urogenital candidiasis
5835,79551,R7611,R76.11,nonspecific reaction to tuberculin skin test without active tuberculosis
5836,71120,M352,M35.2,behcet's disease
5837,85162,S06382A,S06.38,"contusion, laceration, and hemorrhage of brainstem"
5838,53501,K2901,K29.01,acute gastritis with bleeding
5839,V653,Z713,Z71.3,dietary counseling and surveillance
5840,74601,Q220,Q22.0,pulmonary valve atresia
5841,78340,R6250,R62.50,unspecified lack of expected normal physiological development in childhood
5842,V536,Z466,Z46.6,encounter for fitting and adjustment of urinary device
5843,2397,D497,D49.7,neoplasm of unspecified behavior of endocrine glands and other parts of nervous system
5844,3368,G9589,G95.89,other specified diseases of spinal cord
5845,9531,S242XXA,S24.2,injury of nerve root of thoracic spine
5846,90226,S35229A,S35.22,injury of superior mesenteric artery
5847,57430,K8042,K80.42,calculus of bile duct with acute cholecystitis without obstruction
5848,E8318,V9189XA,V91.89,other injury due to other accident to unspecified watercraft
5849,43381,I6359,I63.59,cerebral infarction due to unspecified occlusion or stenosis of other cerebral artery
5850,76498,P059,P05.9,"newborn affected by slow intrauterine growth, unspecified"
5851,29389,F53,F53,"mental and behavioral disorders associated with the puerperium, not elsewhere classified"
5852,99939,T880XXA,T88.0,infection following immunization
5853,71941,M25519,M25.51,pain in shoulder
5854,29382,F060,F06.0,psychotic disorder with hallucinations due to known physiological condition
5855,79401,R9081,R90.81,abnormal echoencephalogram
5856,0540,B000,B00.0,eczema herpeticum
5857,E8123,V2959XA,V29.59,motorcycle passenger injured in collision with other motor vehicles in traffic accident
5858,73023,M869,M86.9,"osteomyelitis, unspecified"
5859,56781,K653,K65.3,choleperitonitis
5860,38906,H900,H90.0,"conductive hearing loss, bilateral"
5861,27950,D89813,D89.81,graft-versus-host disease
5862,71905,M25459,M25.45,"effusion, hip"
5863,34431,G8312,G83.12,monoplegia of lower limb affecting left dominant side
5864,58881,N2581,N25.81,secondary hyperparathyroidism of renal origin
5865,E9081,X371XXA,X37.1,tornado
5866,E8830,W1692XA,W16.92,jumping or diving into unspecified water causing other injury
5867,2750,E83.9,E83.9,"disorder of mineral metabolism, unspecified"
5868,7051,L742,L74.2,miliaria profunda
5869,81302,S52046A,S52.04,fracture of coronoid process of ulna
5870,74722,Q2529,Q25.29,other atresia of aorta
5871,3543,G5630,G56.30,"lesion of radial nerve, unspecified upper limb"
5872,1952,C762,C76.2,malignant neoplasm of abdomen
5873,2308,D015,D01.5,"carcinoma in situ of liver, gallbladder and bile ducts"
5874,V707,Z006,Z00.6,encounter for examination for normal comparison and control in clinical research program
5875,6824,L03129,L03.12,acute lymphangitis of other parts of limb
5876,V110,Z658,Z65.8,other specified problems related to psychosocial circumstances
5877,63552,O0481,O04.81,shock following (induced) termination of pregnancy
5878,7991,R092,R09.2,respiratory arrest
5879,7908,B349,B34.9,"viral infection, unspecified"
5880,9831,T542X4A,T54.2X,toxic effects of corrosive acids and acid-like substances
5881,41410,I253,I25.3,aneurysm of heart
5882,E9501,X83,X83,intentional self-harm by other specified means
5883,64203,O10913,O10.91,unspecified pre-existing hypertension complicating pregnancy
5884,81332,S52209C,S52.20,unspecified fracture of shaft of ulna
5885,9009,S159XXA,S15.9,injury of unspecified blood vessel at neck level
5886,64931,O9912,O99.12,other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating childbirth
5887,V1352,Z87312,Z87.31,personal history of (healed) nontraumatic fracture
5888,32721,G4731,G47.31,primary central sleep apnea
5889,85210,S066X0A,S06.6X,traumatic subarachnoid hemorrhage
5890,61179,N6459,N64.59,other signs and symptoms in breast
5891,82009,S72099A,S72.09,other fracture of head and neck of femur
5892,42654,I453,I45.3,trifascicular block
5893,59789,N342,N34.2,other urethritis
5894,52550,K08409,K08.40,"partial loss of teeth, unspecified cause"
5895,5168,J8409,J84.09,other alveolar and parieto-alveolar conditions
5896,56962,K9413,K94.13,enterostomy malfunction
5897,64804,O2493,O24.93,unspecified diabetes mellitus in the puerperium
5898,5881,N251,N25.1,nephrogenic diabetes insipidus
5899,48241,J15211,J15.21,pneumonia due to staphylococcus aureus
5900,V4971,Z89419,Z89.41,acquired absence of great toe
5901,V556,Z436,Z43.6,encounter for attention to other artificial openings of urinary tract
5902,5933,N135,N13.5,crossing vessel and stricture of ureter without hydronephrosis
5903,7470,Q250,Q25.0,patent ductus arteriosus
5904,38302,H70099,H70.09,acute mastoiditis with other complications
5905,V5831,Z4801,Z48.01,encounter for change or removal of surgical wound dressing
5906,69589,L982,L98.2,febrile neutrophilic dermatosis [sweet]
5907,1733,C44.3,C44.3,other and unspecified malignant neoplasm of skin of other and unspecified parts of face
5908,36844,H53459,H53.45,other localized visual field defect
5909,9164,S90569A,S90.56,insect bite (nonvenomous) of ankle
5910,1124,B371,B37.1,pulmonary candidiasis
5911,85202,S066X2A,S06.6X,traumatic subarachnoid hemorrhage
5912,475,J36,J36,peritonsillar abscess
5913,V8821,Z89629,Z89.62,acquired absence of hip
5914,30540,F1310,F13.10,"sedative, hypnotic or anxiolytic abuse, uncomplicated"
5915,V6284,R45851,R45.85,homicidal and suicidal ideations
5916,23876,D471,D47.1,chronic myeloproliferative disease
5917,6089,R102,R10.2,pelvic and perineal pain
5918,6192,N825,N82.5,female genital tract-skin fistulae
5919,V0981,Z1635,Z16.35,resistance to multiple antimicrobial drugs
5920,2520,E20.0,E20.0,idiopathic hypoparathyroidism
5921,E975,Y35893A,Y35.89,legal intervention involving other specified means
5922,1639,C384,C38.4,malignant neoplasm of pleura
5923,07033,B180,B18.0,chronic viral hepatitis b with delta-agent
5924,87264,S09309A,S09.30,unspecified injury of middle and inner ear
5925,E9293,W19XXXS,W19,unspecified fall
5926,80608,S14127A,S14.12,central cord syndrome of cervical spinal cord
5927,20005,C8335,C83.35,"diffuse large b-cell lymphoma, lymph nodes of inguinal region and lower limb"
5928,51901,J9502,J95.02,infection of tracheostomy stoma
5929,V1529,Z98890,Z98.89,other specified postprocedural states
5930,7402,Q002,Q00.2,iniencephaly
5931,7874,R192,R19.2,visible peristalsis
5932,78862,R3912,R39.12,poor urinary stream
5933,86804,S36899A,S36.89,injury of other intra-abdominal organs
5934,31289,F918,F91.8,other conduct disorders
5935,E8241,V4342XA,V43.42,person boarding or alighting a car injured in collision with other type car
5936,V581,Z79.4,Z79.4,long term (current) use of insulin
5937,95899,T79A9XA,T79.A9,traumatic compartment syndrome of other sites
5938,90181,S25509A,S25.50,unspecified injury of intercostal blood vessels
5939,99647,T84099A,T84.09,other mechanical complication of internal joint prosthesis
5940,8021,S022XXB,S02.2,fracture of nasal bones
5941,36816,R483,R48.3,visual agnosia
5942,4538,I82.8,I82.8,embolism and thrombosis of other specified veins
5943,95207,S14138A,S14.13,anterior cord syndrome of cervical spinal cord
5944,40311,I120,I12.0,hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease
5945,3003,F429,F42.9,"obsessive-compulsive disorder, unspecified"
5946,6213,N81.9,N81.9,"female genital prolapse, unspecified"
5947,3209,G042,G04.2,"bacterial meningoencephalitis and meningomyelitis, not elsewhere classified"
5948,V5849,Z4889,Z48.89,encounter for other specified surgical aftercare
5949,193,C73,C73,malignant neoplasm of thyroid gland
5950,30553,F1111,F11.11,"opioid abuse, in remission"
5951,72290,M519,M51.9,"unspecified thoracic, thoracolumbar and lumbosacral intervertebral disc disorder"
5952,7895,R19.8,R19.8,other specified symptoms and signs involving the digestive system and abdomen
5953,4571,I890,I89.0,"lymphedema, not elsewhere classified"
5954,37882,H510,H51.0,palsy (spasm) of conjugate gaze
5955,1529,C179,C17.9,"malignant neoplasm of small intestine, unspecified"
