Token Index,ICD-9,ICD-10,ICD-10-Align-Hierarchy,SHORT-TITLE
8271,47830,J3800,J38.00,"paralysis of vocal cords and larynx, unspecified"
8272,59689,N3289,N32.89,other specified disorders of bladder
8273,65171,O3133X0,O31.33,"continuing pregnancy after elective fetal reduction of one fetus or more, third trimester"
8274,2862,D681,D68.1,hereditary factor xi deficiency
8275,75659,Q788,Q78.8,other specified osteochondrodysplasias
8276,4241,I359,I35.9,"nonrheumatic aortic valve disorder, unspecified"
8277,63500,O0487,O04.87,sepsis following (induced) termination of pregnancy
8278,94504,T24439A,T24.43,corrosion of unspecified degree of lower leg
8279,262,E43,E43,unspecified severe protein-calorie malnutrition
8280,94223,T2162XA,T21.62,corrosion of second degree of abdominal wall
8281,04089,A488,A48.8,other specified bacterial diseases
8282,56987,R1113,R11.13,vomiting of fecal matter
8283,57490,K8070,K80.70,calculus of gallbladder and bile duct without cholecystitis without obstruction
8284,32082,G009,G00.9,"bacterial meningitis, unspecified"
8285,8790,S21009A,S21.00,unspecified open wound of breast
8286,55013,K4001,K40.01,"bilateral inguinal hernia, with obstruction, without gangrene, recurrent"
8287,29010,F0390,F03.90,"unspecified dementia, unspecified severity, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety"
8288,73018,M8668,M86.68,"other chronic osteomyelitis, other site"
8289,2109,D109,D10.9,"benign neoplasm of pharynx, unspecified"
8290,V6443,Z5333,Z53.33,arthroscopic surgical procedure converted to open procedure
8291,71105,M00859,M00.85,"arthritis due to other bacteria, hip"
8292,59981,N3641,N36.41,hypermobility of urethra
8293,87340,S0993XA,S09.93,unspecified injury of face
8294,E9049,W19.0XXA,W19,unspecified fall
8295,1560,C23,C23,malignant neoplasm of gallbladder
8296,V522,Z4420,Z44.20,"encounter for fitting and adjustment of artificial eye, unspecified"
8297,2154,D213,D21.3,benign neoplasm of connective and other soft tissue of thorax
8298,4599,I999,I99.9,unspecified disorder of circulatory system
8299,96972,T43624A,T43.62,"poisoning by, adverse effect of and underdosing of amphetamines"
8300,46450,J0430,J04.30,"supraglottitis, unspecified, without obstruction"
8301,71125,M352,M35.2,behcet's disease
8302,73673,M216X9,M21.6X,other acquired deformities of foot
8303,48241,J15211,J15.21,pneumonia due to staphylococcus aureus
8304,83810,S93306A,S93.30,unspecified subluxation and dislocation of foot
8305,7138,M1480,M14.80,"arthropathies in other specified diseases classified elsewhere, unspecified site"
8306,34282,G8194,G81.94,"hemiplegia, unspecified affecting left nondominant side"
8307,9683,T411X4A,T41.1X,"poisoning by, adverse effect of and underdosing of intravenous anesthetics"
8308,V7389,Z1159,Z11.59,encounter for screening for other viral diseases
8309,80362,S06332A,S06.33,"contusion and laceration of cerebrum, unspecified"
8310,4352,G458,G45.8,other transient cerebral ischemic attacks and related syndromes
8311,31381,F913,F91.3,oppositional defiant disorder
8312,2303,D010,D01.0,carcinoma in situ of colon
8313,52300,K0500,K05.00,"acute gingivitis, plaque induced"
8314,9522,S34109A,S34.10,unspecified injury to lumbar spinal cord
8315,82302,S82832A,S82.83,other fracture of upper and lower end of fibula
8316,1411,C020,C02.0,malignant neoplasm of dorsal surface of tongue
8317,30421,F1420,F14.20,"cocaine dependence, uncomplicated"
8318,80311,S06330A,S06.33,"contusion and laceration of cerebrum, unspecified"
8319,74729,Q2549,Q25.49,other congenital malformations of aorta
8320,07032,B181,B18.1,chronic viral hepatitis b without delta-agent
8321,8820,S61409A,S61.40,unspecified open wound of hand
8322,71956,M25669,M25.66,"stiffness of knee, not elsewhere classified"
8323,V9101,O30019,O30.01,"twin pregnancy, monochorionic/monoamniotic"
8324,2706,E7221,E72.21,argininemia
8325,36361,H31309,H31.30,unspecified choroidal hemorrhage
8326,20040,C8319,C83.19,"mantle cell lymphoma, extranodal and solid organ sites"
8327,80706,S2249XA,S22.49,"multiple fractures of ribs, unspecified side"
8328,45352,I825Z9,I82.5Z,chronic embolism and thrombosis of unspecified deep veins of distal lower extremity
8329,75160,Q447,Q44.7,other congenital malformations of liver
8330,20296,C96Z,C96.Z,"other specified malignant neoplasms of lymphoid, hematopoietic and related tissue"
8331,25202,E211,E21.1,"secondary hyperparathyroidism, not elsewhere classified"
8332,9579,S149XXA,S14.9,injury of unspecified nerves of neck
8333,13100,A5900,A59.00,"urogenital trichomoniasis, unspecified"
8334,3564,G603,G60.3,idiopathic progressive neuropathy
8335,1638,C384,C38.4,malignant neoplasm of pleura
8336,37451,H0266,H02.66,"xanthelasma of left eye, unspecified eyelid"
8337,8471,S238XXA,S23.8,sprain of other specified parts of thorax
8338,2769,E878,E87.8,"other disorders of electrolyte and fluid balance, not elsewhere classified"
8339,9116,S30857A,S30.85,"superficial foreign body of abdomen, lower back, pelvis and external genitals"
8340,81243,S42466A,S42.46,fracture of medial condyle of humerus
8341,82380,S82201A,S82.20,unspecified fracture of shaft of tibia
8342,75982,Q8740,Q87.40,"marfan syndrome, unspecified"
8343,73711,M962,M96.2,postradiation kyphosis
8344,99565,T7803XA,T78.03,anaphylactic reaction due to other fish
8345,30411,F1320,F13.20,"sedative, hypnotic or anxiolytic dependence, uncomplicated"
8346,36211,H35039,H35.03,hypertensive retinopathy
8347,27803,E662,E66.2,morbid (severe) obesity with alveolar hypoventilation
8348,E9198,W3189XA,W31.89,contact with other specified machinery
8349,1541,C20,C20,malignant neoplasm of rectum
8350,36281,H3560,H35.60,"retinal hemorrhage, unspecified eye"
8351,3079,R451,R45.1,restlessness and agitation
8352,1106,B358,B35.8,other dermatophytoses
8353,20936,C4A9,C4A.9,"merkel cell carcinoma, unspecified"
8354,3577,G622,G62.2,polyneuropathy due to other toxic agents
8355,01304,A170,A17.0,tuberculous meningitis
8356,40311,I120,I12.0,hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease
8357,47411,J351,J35.1,hypertrophy of tonsils
8358,0031,A021,A02.1,salmonella sepsis
8359,82312,S82832B,S82.83,other fracture of upper and lower end of fibula
8360,1801,C531,C53.1,malignant neoplasm of exocervix
8361,E8659,T51.9,T51.9,toxic effect of unspecified alcohol
8362,V2543,Z3046,Z30.46,encounter for surveillance of implantable subdermal contraceptive
8363,3419,G379,G37.9,"demyelinating disease of central nervous system, unspecified"
8364,V872,Z77098,Z77.09,"contact with and (suspected) exposure to other hazardous, chiefly nonmedicinal, chemicals"
8365,E8127,V0310XA,V03.10,"pedestrian on foot injured in collision with car, pick-up truck or van in traffic accident"
8366,V1583,Z283,Z28.3,underimmunization status
8367,V1071,Z85831,Z85.83,personal history of malignant neoplasm of bone and soft tissue
8368,7560,Q759,Q75.9,"congenital malformation of skull and face bones, unspecified"
8369,25043,E1065,E10.65,type 1 diabetes mellitus with hyperglycemia
8370,86320,S36409A,S36.40,unspecified injury of small intestine
8371,7887,R369,R36.9,"urethral discharge, unspecified"
8372,20074,C8334,C83.34,"diffuse large b-cell lymphoma, lymph nodes of axilla and upper limb"
8373,61172,N6342,N63.42,"unspecified lump in left breast, subareolar"
8374,20962,D3A091,D3A.09,benign carcinoid tumors of other sites
8375,E9572,Y92838,Y92.83,recreation area as the place of occurrence of the external cause
8376,1537,C185,C18.5,malignant neoplasm of splenic flexure
8377,8751,S21129A,S21.12,laceration with foreign body of front wall of thorax without penetration into thoracic cavity
8378,3789,H519,H51.9,unspecified disorder of binocular movement
8379,71119,M0239,M02.39,"reiter's disease, multiple sites"
8380,V1507,Z91040,Z91.04,nonmedicinal substance allergy status
8381,20024,C8374,C83.74,"burkitt lymphoma, lymph nodes of axilla and upper limb"
8382,2529,E215,E21.5,"disorder of parathyroid gland, unspecified"
8383,71136,M02169,M02.16,"postdysenteric arthropathy, knee"
8384,85231,S065X0A,S06.5X,traumatic subdural hemorrhage
8385,E9871,Y30XXXA,Y30,"falling, jumping or pushed from a high place, undetermined intent"
8386,541,K37,K37,unspecified appendicitis
8387,20921,C7A090,C7A.09,malignant carcinoid tumors of other sites
8388,64721,O9832,O98.32,other infections with a predominantly sexual mode of transmission complicating childbirth
8389,2367,D414,D41.4,neoplasm of uncertain behavior of bladder
8390,47412,J352,J35.2,hypertrophy of adenoids
8391,1878,C638,C63.8,malignant neoplasm of overlapping sites of male genital organs
8392,V1044,Z8544,Z85.44,personal history of malignant neoplasm of other female genital organs
8393,5645,K591,K59.1,functional diarrhea
8394,80126,S02109A,S02.10,unspecified fracture of base of skull
8395,71828,M2430,M24.30,"pathological dislocation of unspecified joint, not elsewhere classified"
8396,E9000,X30XXXA,X30,exposure to excessive natural heat
8397,9551,S6410XA,S64.10,injury of median nerve at wrist and hand level of unspecified arm
8398,38831,H9319,H93.19,"tinnitus, unspecified ear"
8399,75236,Q51810,Q51.81,other congenital malformations of uterus
8400,5362,R1110,R11.10,"vomiting, unspecified"
8401,37909,H15099,H15.09,other scleritis
8402,2259,D339,D33.9,"benign neoplasm of central nervous system, unspecified"
8403,43390,I659,I65.9,occlusion and stenosis of unspecified precerebral artery
8404,V442,Z932,Z93.2,ileostomy status
8405,4557,K645,K64.5,perianal venous thrombosis
8406,1145,B382,B38.2,"pulmonary coccidioidomycosis, unspecified"
8407,33390,G259,G25.9,"extrapyramidal and movement disorder, unspecified"
8408,7934,R933,R93.3,abnormal findings on diagnostic imaging of other parts of digestive tract
8409,E9348,T45.8X5A,T45.8X,"poisoning by, adverse effect of and underdosing of other primarily systemic and hematological agents"
8410,E8189,V878XXA,V87.8,person injured in other specified noncollision transport accidents involving motor vehicle (traffic)
8411,72403,M48062,M48.06,"spinal stenosis, lumbar region"
8412,80844,S3282XA,S32.82,multiple fractures of pelvis without disruption of pelvic ring
8413,3180,F71,F71,moderate intellectual disabilities
8414,79671,R85610,R85.61,abnormal cytologic smear of anus
8415,72672,M76829,M76.82,posterior tibial tendinitis
8416,V241,Z391,Z39.1,encounter for care and examination of lactating mother
8417,37239,H1089,H10.89,other conjunctivitis
8418,2749,M109,M10.9,"gout, unspecified"
8419,6952,L52,L52,erythema nodosum
8420,3668,H268,H26.8,other specified cataract
8421,37274,H11419,H11.41,vascular abnormalities of conjunctiva
8422,V6546,Z4681,Z46.81,encounter for fitting and adjustment of insulin pump
8423,78604,R063,R06.3,periodic breathing
8424,V672,Z09,Z09,encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm
8425,78900,R109,R10.9,unspecified abdominal pain
8426,56989,K6389,K63.89,other specified diseases of intestine
8427,17301,C4401,C44.01,basal cell carcinoma of skin of lip
8428,9162,S90529A,S90.52,blister (nonthermal) of ankle
8429,66311,O691XX0,O69.1,"labor and delivery complicated by cord around neck, with compression"
8430,49120,J449,J44.9,"chronic obstructive pulmonary disease, unspecified"
8431,36451,H21269,H21.26,iris atrophy (essential) (progressive)
8432,65593,O359XX0,O35.9,"maternal care for (suspected) fetal abnormality and damage, unspecified"
8433,6110,N611,N61.1,abscess of the breast and nipple
8434,36205,E113399,E11.33,type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy
8435,E8240,V4342XA,V43.42,person boarding or alighting a car injured in collision with other type car
8436,72783,M6750,M67.50,"plica syndrome, unspecified knee"
8437,5881,N251,N25.1,nephrogenic diabetes insipidus
8438,V4363,Z96639,Z96.63,presence of artificial wrist joint
8439,E0063,Y9354,Y93.54,"activity, bowling"
8440,70725,L89.15,L89.15,pressure ulcer of sacral region
8441,3371,G990,G99.0,autonomic neuropathy in diseases classified elsewhere
8442,E9278,X509XXD,X50.9,other and unspecified overexertion or strenuous movements or postures
8443,9093,T82856S,T82.85,"stenosis due to cardiac and vascular prosthetic devices, implants and grafts"
8444,0971,A530,A53.0,"latent syphilis, unspecified as early or late"
8445,20044,C8314,C83.14,"mantle cell lymphoma, lymph nodes of axilla and upper limb"
8446,0218,A218,A21.8,other forms of tularemia
8447,34460,G834,G83.4,cauda equina syndrome
8448,E9469,T50.995A,T50.99,"poisoning by, adverse effect of and underdosing of other drugs, medicaments and biological substances"
8449,72990,M799,M79.9,"soft tissue disorder, unspecified"
8450,73382,S99299K,S99.29,other physeal fracture of phalanx of toe
8451,V0951,Z1623,Z16.23,resistance to quinolones and fluoroquinolones
8452,3369,G959,G95.9,"disease of spinal cord, unspecified"
8453,76076,P048,P04.8,newborn affected by other maternal noxious substances
8454,78449,R498,R49.8,other voice and resonance disorders
8455,37681,H05819,H05.81,cyst of orbit
8456,78901,R1011,R10.11,right upper quadrant pain
8457,36276,H3554,H35.54,dystrophies primarily involving the retinal pigment epithelium
8458,53531,K2921,K29.21,alcoholic gastritis with bleeding
8459,29664,F3164,F31.64,"bipolar disorder, current episode mixed, severe, with psychotic features"
8460,29282,F1997,F19.97,"other psychoactive substance use, unspecified with psychoactive substance-induced persisting dementia"
8461,81410,S62109B,S62.10,fracture of unspecified carpal bone
8462,75650,Q789,Q78.9,"osteochondrodysplasia, unspecified"
8463,75016,Q383,Q38.3,other congenital malformations of tongue
8464,8700,S01159A,S01.15,open bite of eyelid and periocular area
8465,9196,T07XXXA,T07,unspecified multiple injuries
8466,66321,O692XX0,O69.2,"labor and delivery complicated by other cord entanglement, with compression"
8467,9471,T275XXA,T27.5,corrosion involving larynx and trachea with lung
8468,25801,E3121,E31.21,multiple endocrine neoplasia [men] type i
8469,V667,Z515,Z51.5,encounter for palliative care
8470,37405,H02059,H02.05,trichiasis without entropion
8471,4299,I519,I51.9,"heart disease, unspecified"
8472,53350,K275,K27.5,"chronic or unspecified peptic ulcer, site unspecified, with perforation"
8473,36470,H21509,H21.50,unspecified adhesions of iris
8474,64683,O9989,O99.89,"other specified diseases and conditions complicating pregnancy, childbirth and the puerperium"
8475,V221,Z3490,Z34.90,"encounter for supervision of normal pregnancy, unspecified, unspecified trimester"
8476,1251,B741,B74.1,filariasis due to brugia malayi
8477,46619,J218,J21.8,acute bronchiolitis due to other specified organisms
8478,67622,O9229,O92.29,other disorders of breast associated with pregnancy and the puerperium
8479,V1012,Z8512,Z85.12,personal history of malignant neoplasm of trachea
8480,85110,S06330A,S06.33,"contusion and laceration of cerebrum, unspecified"
8481,78842,R358,R35.8,other polyuria
8482,53530,K2920,K29.20,alcoholic gastritis without bleeding
8483,63791,Z332,Z33.2,encounter for elective termination of pregnancy
8484,78969,R10829,R10.82,rebound abdominal tenderness
8485,20481,C91Z1,C91.Z1,"other lymphoid leukemia, in remission"
8486,9556,S6440XA,S64.40,injury of digital nerve of unspecified finger
8487,75289,Q558,Q55.8,other specified congenital malformations of male genital organs
8488,V8524,Z6828,Z68.28,"body mass index [bmi] 28.0-28.9, adult"
8489,1624,C342,C34.2,"malignant neoplasm of middle lobe, bronchus or lung"
8490,1981,C7919,C79.19,secondary malignant neoplasm of other urinary organs
8491,0941,A5217,A52.17,general paresis
8492,7051,L742,L74.2,miliaria profunda
8493,6142,N7093,N70.93,"salpingitis and oophoritis, unspecified"
